15414 2.50039
15354 2.71773
15404 2.49572
15462 1.37059
15396 2.6905
15417 1.50204
15395 2.16233
15461 1.45482
15421 2.46949
15362 1.60344
30755 3.90655
30753 2.70653
30722 4.24377
30768 4.07537
30774 3.28739
30746 3.31588
30801 2.00172
30705 3.2101
30690 3.7405
30733 4.1992
46344 5.84904
46186 5.03282
46301 6.04784
46113 4.11814
46174 4.64995
46322 5.21981
46190 5.23144
46270 4.98342
46310 5.27191
46176 3.19242
61545 6.25183
61585 8.72346
61550 4.96177
61541 6.20746
61528 7.32917
61574 7.54687
61561 7.66982
61534 7.47265
61575 7.25939
61507 8.18627
76936 9.64457
76959 8.37912
76934 8.49051
76932 8.58774
76978 4.86887
76936 8.57519
76950 6.07214
76917 8.11646
76961 6.52202
76944 8.28512
