15409 2.05873
15413 1.8306
15409 2.45817
15440 2.29488
15399 2.09104
15402 1.93332
15390 2.39864
15396 1.3638
15438 2.38431
15442 1.79925
30805 3.03087
30830 2.91703
30805 2.87707
30778 2.85941
30884 2.15982
30853 2.85023
30848 2.76887
30779 2.8589
30826 2.62152
30813 3.04508
46169 3.0326
46247 3.11888
46219 2.94396
46210 2.54668
46189 2.88216
46193 2.76462
46169 2.99632
46231 2.81441
46233 1.57883
46182 2.7093
61641 3.45374
61609 3.11717
61589 3.45396
61610 3.33902
61647 2.88835
61619 2.77724
61557 3.10566
61588 3.30173
61554 3.12267
61566 2.6694
76986 3.37576
77023 3.32322
76937 2.57817
76988 3.42357
77090 3.64151
76967 3.23404
76934 2.91298
77061 3.25289
76999 2.72389
76955 3.38078
