15153 2.22517
15138 2.65544
15158 2.39609
15194 1.83467
15205 2.14962
15150 2.53512
15160 2.21682
15154 1.59159
15147 2.69281
15177 2.19088
30365 2.69238
30330 2.67141
30304 2.55174
30368 2.56286
30391 2.60061
30298 2.91485
30315 2.55487
30379 2.33576
30288 2.81227
30391 2.45247
45434 3.00302
45557 2.73668
45559 2.30718
45484 3.07172
45463 3.28254
45436 3.17204
45545 2.82745
45523 2.90082
45535 2.78419
45524 2.82596
60633 3.33256
60614 3.4432
60601 3.37737
60639 3.40547
60581 3.27421
60611 3.0654
60648 3.43873
60666 3.07454
60613 3.2103
60675 3.33572
75765 3.48501
75875 3.43601
75908 3.49601
75827 3.61288
75766 3.66972
75817 3.37894
75838 3.54595
75742 3.4477
75831 3.45624
75801 3.73134
