15398 2.77607
15407 2.03083
15411 2.36338
15383 2.01866
15488 2.05443
15390 2.77914
15405 2.35891
15378 2.67135
15449 1.77131
15377 2.83534
30782 3.13492
30778 3.69741
30743 3.26162
30747 4.01447
30772 4.19609
30787 3.64751
30784 2.93724
30756 2.98251
30811 3.92058
30766 3.51131
46249 5.58816
46321 6.04303
46229 5.64907
46208 5.21756
46124 3.99152
46263 6.09677
46237 4.96001
46238 5.73065
46212 5.10668
46258 4.31899
61572 8.12769
61547 6.43489
61589 5.71589
61541 6.86342
61577 8.17375
61530 5.05888
61661 7.56057
61546 5.98989
61557 7.49718
61601 7.59756
76944 9.76947
76882 4.83977
76912 8.35148
76893 7.8271
77010 8.99027
76946 8.80854
76963 8.11685
76949 9.35738
77001 5.52214
76972 7.78393
