775626 16.3301
775736 12.8144
775570 12.746
775631 15.4144
775686 13.0826
775715 12.1714
775583 14.8439
775953 12.9208
775494 12.679
775495 13.5475
853209 13.0993
853150 14.3755
853277 12.9214
853272 13.0106
852782 13.034
853044 13.1138
853428 11.7074
853487 12.948
853526 14.236
779891 15.4012
930824 13.6563
931248 13.0662
930910 12.9007
931120 11.1423
931057 13.2045
893755 12.3186
931009 12.8911
930784 15.053
931101 12.5198
930862 15.3678
948841 12.7372
1008483 12.7379
1008328 13.8403
1008462 13.8432
1009347 12.4378
1008514 13.5024
1008784 13.4959
1008387 13.8817
1008734 12.7367
1008608 12.3936
1048749 13.7886
1021383 16.5625
1086359 14.4763
1086644 13.4635
1086368 13.815
1086059 12.9747
1086245 14.3448
1085931 14.5038
1086336 13.4307
1085391 14.1459
1163500 17.1895
1089267 14.2038
1060591 14.628
1086145 13.8513
1095175 13.8543
1163440 15.5409
1107003 14.2696
1163394 15.5018
1163242 15.0627
1086160 13.5804
77788 13.942
77809 14.2355
77823 13.5954
77799 13.9448
77792 13.7243
77840 13.4333
77838 13.9774
77845 13.554
77872 13.8793
77856 14.3024
155552 13.741
155572 14.1282
155585 13.9089
155642 14.2885
155599 13.6624
155656 14.0937
155611 14.0487
155471 14.1419
155607 14.1401
155589 14.1704
233180 14.9948
233342 15.1331
233337 14.4098
233335 14.5207
233276 14.8108
233131 13.797
233340 14.5673
233304 14.6183
233283 14.2062
233146 14.0691
310850 15.392
310870 15.3624
310850 14.9712
310830 14.4451
310843 15.2126
310898 14.9169
310902 14.9532
310892 15.0662
310854 14.595
310684 14.9297
388043 15.0741
388143 14.2471
388385 15.3472
388258 15.4149
388239 15.7201
388269 15.1681
388169 14.2345
388134 14.5428
387955 14.7882
388252 15.3066
465592 15.1693
465699 15.6328
465555 15.2464
465655 16.0791
465613 13.9009
465708 14.6813
465586 14.136
465718 15.3436
465680 14.4322
465601 15.4397
543113 13.4386
543048 12.9461
543015 15.4934
543014 15.6163
543049 13.7009
543045 13.0453
543180 14.6451
543085 14.8393
542899 14.9752
543114 14.9241
620497 13.7652
620625 15.8223
620619 14.7393
620750 15.348
620040 14.9564
620738 14.7956
620572 17.3125
620566 14.3453
620564 14.1232
620417 14.1363
698242 11.8147
698009 12.6156
697781 13.167
698021 12.4453
698003 11.9834
698081 17.3902
698046 13.6539
697859 13.7919
698150 13.3464
698204 17.1642
